url_baza,url_strony,n_strony,id_oferty,tytul_oferty,link_oferty,oferta_cena,oferta_waluta,oferta_miejscowosc,oferta_rocznik,oferta_przebieg,oferta_pojemnosc,oferta_paliwo
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108840607,Audi A3 2.0 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-s-line-bose-sportback-navi-xenon-skora-ID6Fq4wd.html,17900,PLN,Paczków (Opolskie),2005,205000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6103766062,Audi A3 1.9 TDI Attraction,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-9-tdi-ID6F4MnI.html,13400,PLN,Kąty Rybackie (Pomorskie),2005,290512,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6106090443,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-sportback-ksenon-led-panorama-ID6Fex3J.html,35500,PLN,Wałbrzych (Dolnośląskie),2010,256000,1390,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108430458,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-sportback-klimatronic-1-8tfsi-160-ps-nawigacja-g-ID6FolNU.html,38900,PLN,Wałbrzych (Dolnośląskie),2012,159900,1798,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108839517,Audi A3 1.6 Sportback S line Sportpaket (plus),https://www.otomoto.pl/oferta/audi-a3-1-6-102-km-s-line-zobacz-okazja-ID6Fq4dD.html,33900,PLN,Bytonia (Pomorskie),2008,213200,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108053327,Audi A3 2.0 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-2-0tdi-140km-2006r-auto-zarejestrowane-i-ubezpieczone-w-polsce-ID6FmLH9.html,9900,PLN,Dobrzyniewo Duże (Podlaskie),2006,273950,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6106868916,Audi A3 1.6 TDI DPF Attraction S tronic,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-6-d-automat-bezwypadkowe-ekonomiczne-5l-100km-ID6FhNzK.html,32800,PLN,Warszawa (Mazowieckie),2010,212000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108598829,Audi A3 2.0 FSI Ambiente Tiptr,https://www.otomoto.pl/oferta/audi-a3-automat-2-0-150koni-klimatronik-nowy-rozrzad-bez-grama-korozji-ID6Fp3Bz.html,17900,PLN,Sosnowiec (Śląskie),2004,204543,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108597407,Audi A3,https://www.otomoto.pl/oferta/audi-a3-1-9-tdi-105km-kabrio-skora-alufelgi-17-super-stan-ID6Fp3eD.html,30900,PLN,Swarzędz (Wielkopolskie),2009,255000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6098449413,Audi A3,https://www.otomoto.pl/oferta/audi-a3-sprzedam-ID6EIthj.html,31000,PLN,Wierzbinek (Wielkopolskie),2009,238000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108440206,Audi A3 2.0 TDI DPF Quattro Ambition,https://www.otomoto.pl/oferta/audi-a3-quattro-4x4liftzarejestrowane-w-polsce-ID6Fool8.html,29990,PLN,Stara Iwiczna (Mazowieckie),2008,224000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108596994,Audi A3 2.0 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-klima-po-duzym-serwisie-wymienione-kompletne-sprzeglo-ID6Fp37Y.html,12900,PLN,Skoczów (Śląskie),2004,335464,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6098271761,Audi A3 1.6 Ambition,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-1-6-benzyna-stan-idealny-ID6EHJ3X.html,25750,PLN,Wrocław (Dolnośląskie),2009,186000,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6106043182,Audi A3 2.0 FSI Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2003r-2-0-fsi150km-pierwszy-wlasciciel-wymieniony-rozrzad-ID6FekLs.html,13900,PLN,Łomża (Podlaskie),2003,170000,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108836399,Audi A3 2.0 TDI DPF Prime Line,https://www.otomoto.pl/oferta/audi-a3-2-0tdi-3x-s-line-alu-skora-klima-czujniki-pdc-serwis-full-opcja-2klucz-ID6Fq3pl.html,36350,PLN,Dębowiec (Podkarpackie),2010,206527,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=6,6,6108336371,Audi A3 1.6 S line Sportpaket (plus),https://www.otomoto.pl/oferta/audi-a3-s-line-1-6-benz-mpi-102-km-skora-climatronic-alu-17-ID6FnXkn.html,22900,PLN,Ostrów Mazowiecka (Mazowieckie),2006,207400,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6101339108,Audi A3 1.6 Ambiente,https://www.otomoto.pl/oferta/audi-a3-fl-s-line-klima-skora-windshot-ksenon-led-alu-zarejestr-ID6EUB1i.html,36700,PLN,Racibórz (Śląskie),2009,129000,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108127033,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-polift-xenon-felgi-bbs-podgrzewane-fotele-nawigacja-multifunkcja-ID6Fn4RX.html,26900,PLN,Zabrze (Śląskie),2008,286700,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108295626,Audi A3 1.6 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-2010-r-lift-ID6FnMJc.html,21500,PLN,Wrocław (Dolnośląskie),2010,178000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108438940,Audi A3 1.8 TFSI Sportback Attraction,https://www.otomoto.pl/oferta/audi-a3-bardzo-ladne-2010-1-8i-160-km-lift-5-drzwi-115-tys-pelen-serwis-ID6Foo0I.html,23300,PLN,Słupca (Wielkopolskie),2010,115000,1798,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108835302,Audi A3 1.6 Ambiente,https://www.otomoto.pl/oferta/audi-a3-zarejestrowany-z-instalacja-gazowa-ID6Fq37E.html,15900,PLN,Ostrów Mazowiecka (Mazowieckie),2006,211000,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108438900,Audi A3,https://www.otomoto.pl/oferta/audi-a3-raty-zamiana-gwarancja-1-9-tdi-105-km-po-lifcie-ID6Foo04.html,21900,PLN,Gdów (Małopolskie),2009,250000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108593323,Audi A3 1.6 FSI Ambition,https://www.otomoto.pl/oferta/audi-a3-stan-idealny-ID6Fp2aL.html,18500,PLN,Katowice (Śląskie),2006,157500,1598,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108834600,Audi A3 1.4 TFSI Ambiente,https://www.otomoto.pl/oferta/audi-a3-a3-s-linenaviskorazadbany-ID6Fq2Vk.html,28900,PLN,Sierakowice (Pomorskie),2008,154011,1390,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108333027,Audi A3 1.8 TFSI Sportback quattro S line Sportpaket,https://www.otomoto.pl/oferta/audi-a3-nowy-rozrzad-s-line-skora-ID6FnVsr.html,27990,PLN,Kościerzyna (Pomorskie),2009,182100,1798,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108249056,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-1-9-tdi-bkc-exclusive-s-line-dla-wymagajacych-ID6FnAC4.html,15777,PLN,Święta Katarzyna (Świętokrzyskie),2006,283000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108332740,Audi A3 2.0T FSI Ambition,https://www.otomoto.pl/oferta/audi-a3-a3-okazja-ID6FnVnO.html,16900,PLN,Stara Wieś (Podkarpackie),2008,277652,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108437878,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-sportback-1-9-tdi-xenon-skora-alu-bezwypadek-ID6FonJA.html,24999,PLN,Opoczno (Łódzkie),2006,209000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6103942640,Audi A3 2.0 TDI Sportback DPF S tronic,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-sportback-ID6F5vjK.html,29900,PLN,Bydgoszcz (Kujawsko-pomorskie),2010,257777,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6106868015,Audi A3 2.0 TDI DPF Attraction,https://www.otomoto.pl/oferta/audi-a3-salon-polska-drugi-wlasciciel-2-komplety-opon-ID6FhNld.html,25800,PLN,Warszawa (Mazowieckie),2007,255000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107069978,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-2-o-tdi-cr140km-ID6FiDSG.html,28900,PLN,Baczyn (Małopolskie),2009,339000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108832010,Audi A3,https://www.otomoto.pl/oferta/audi-a3-panoramiczny-dachautomats-line-ID6Fq2gy.html,32900,PLN,Teresin (Mazowieckie),2010,228000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108831991,Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-170-km-s-line-rewelacyjny-stan-s-tronic-bi-ksenon-led-ID6Fq2gf.html,34900,PLN,Częstochowa (Śląskie),2011,339779,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107608700,Audi A3 1.9 TDI DPF Ambiente S tronic,https://www.otomoto.pl/oferta/audi-a3-sport-1-9tdi-105km-automat-ambiente-pelna-historia-serwisowa-aso-ID6FkU1K.html,26900,PLN,Płock (Mazowieckie),2009,239984,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108122417,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-2007r-5-drzwi-ID6Fn3Fw.html,19990,PLN,Zduńska Wola (Łódzkie),2007,308000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107926549,Audi A3 1.9 TDI Attraction,https://www.otomoto.pl/oferta/audi-a3-1-9-tdi-105km-klimatronik-lakier-oryginal-niemcy-ID6FmeIl.html,19900,PLN,Kraśnik (Lubelskie),2007,188421,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108121843,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2008r-2-0-tdi-automat-dsg-ID6Fn3vf.html,29000,PLN,Gołdap (Warmińsko-mazurskie),2008,213995,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6105463727,Audi A3 1.2 TFSI Sportback Ambiente,https://www.otomoto.pl/oferta/audi-a3-xenon-stan-idealny-ID6FbU1p.html,30900,PLN,Drezdenko (Lubuskie),2012,188000,1197,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108120657,Audi A3 2.0 TDI DPF Attraction,https://www.otomoto.pl/oferta/audi-a3-roczna-gwarancja-ID6Fn3d7.html,21900,PLN,Mysłowice (Śląskie),2008,284000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6099072088,Audi A3 1.9 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-1-9-diesel-163ooo-km-ID6EL5gs.html,27900,PLN,Gdańsk (Pomorskie),2008,163000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107926374,Audi A3 2.0 TDI Sportback DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-ID6FmeFv.html,24900,PLN,Zduńska Wola (Łódzkie),2008,226000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6100567501,Audi A3 1.9 TDI DPF Ambition,https://www.otomoto.pl/oferta/audi-a3-po-oplatach-ID6ERmi1.html,16900,PLN,Gniezno (Wielkopolskie),2007,271000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6098266302,Audi A3 1.6 Attraction,https://www.otomoto.pl/oferta/audi-a3-lift-sliczna-1-6-mpi-benzyna-bogata-wersja-oryginal-2006r-zadbana-ID6EHHDU.html,16700,PLN,Margonin (Wielkopolskie),2005,250000,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6108429794,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-2-0tdi140ps2-kpl-kolnavikubelkiserwisbez-wypadekbez-rdzyz-de-ID6FolDc.html,31900,PLN,Limanowa (Małopolskie),2010,256000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107925664,Audi A3,https://www.otomoto.pl/oferta/audi-a3-8p-2-0tdi-170km-ID6Fmeu4.html,18500,PLN,Witaszyce (Wielkopolskie),2007,313782,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107353719,Audi A3 2.0 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-ID6FjPH9.html,21000,PLN,Warszawa (Wielkopolskie),2007,210500,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6105109795,Audi A3 1.6 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-1-6-crliftzamiana-ID6FapVP.html,26900,PLN,Zamość (Lubelskie),2011,250000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=7,7,6107378237,Audi A3 1.2 TFSI Attraction,https://www.otomoto.pl/oferta/audi-a3-ID6FjV4B.html,28700,PLN,Jastrowie (Wielkopolskie),2012,177000,1197,Benzyna
